userId,sessionId,eventTime,pageName,device
user_484,u484s0,2025-01-01 10:38:03,step1,Android
user_124,u124s0,2025-01-01 10:38:58,step1,Android
user_124,u124s0,2025-01-01 10:40:18,step2,IOS
user_484,u484s0,2025-01-01 10:41:57,start,Android
user_124,u124s0,2025-01-01 10:46:04,help2,Android
user_484,u484s0,2025-01-01 10:46:47,info,Web
user_124,u124s0,2025-01-01 10:50:22,step2,Android
user_484,u484s0,2025-01-01 10:55:56,exit,Web
user_124,u124s0,2025-01-01 10:57:33,checkout,Android
user_124,u124s0,2025-01-01 11:06:55,error,Web
user_124,u124s0,2025-01-01 11:15:31,checkout,Android
user_669,u669s0,2025-01-01 11:19:04,start,Web
user_124,u124s0,2025-01-01 11:21:32,exit,Android
user_669,u669s0,2025-01-01 11:27:24,info,Android
user_54,u54s0,2025-01-01 11:28:44,start,IOS
user_669,u669s0,2025-01-01 11:29:10,exit,Web
user_54,u54s0,2025-01-01 11:35:42,exit,Android
user_850,u850s0,2025-01-01 12:04:17,start,Android
user_850,u850s0,2025-01-01 12:11:52,step1,IOS
user_850,u850s0,2025-01-01 12:14:54,step2,Android
user_850,u850s0,2025-01-01 12:23:01,step1,Android
user_850,u850s0,2025-01-01 12:25:29,step2,Web
user_850,u850s0,2025-01-01 12:34:31,checkout,Web
user_850,u850s0,2025-01-01 12:36:24,success,IOS
user_382,u382s0,2025-01-01 14:00:11,start,Android
user_382,u382s0,2025-01-01 14:05:31,exit,Web
user_114,u114s0,2025-01-01 14:13:35,start,IOS
user_114,u114s0,2025-01-01 14:21:22,exit,Android
user_917,u917s0,2025-01-01 14:29:45,start,Android
user_830,u830s0,2025-01-01 14:34:18,start,IOS
user_830,u830s0,2025-01-01 14:35:36,exit,Web
user_917,u917s0,2025-01-01 14:39:03,exit,IOS
user_982,u982s0,2025-01-01 17:24:00,start,Android
user_982,u982s0,2025-01-01 17:24:44,exit,IOS
user_252,u252s0,2025-01-01 17:48:16,start,IOS
user_252,u252s0,2025-01-01 17:48:56,,Android
user_252,u252s0,2025-01-01 17:53:17,Start,IOS
user_252,u252s0,2025-01-01 17:54:13,exit,Android
user_378,u378s0,2025-01-01 21:57:48,start,IOS
user_378,u378s0,2025-01-01 21:59:50,step1,IOS
user_378,u378s0,2025-01-01 22:01:15,step2,Android
user_378,u378s0,2025-01-01 22:03:24,help2,Android
user_378,u378s0,2025-01-01 22:08:48,step2,Web
user_378,u378s0,2025-01-01 22:11:44,checkout,Web
user_305,u305s0,2025-01-01 22:13:13,start,Android
user_378,u378s0,2025-01-01 22:16:41,success,Android
user_305,u305s0,2025-01-01 22:19:13,step1,Web
user_305,u305s0,2025-01-01 22:19:57,step2,Web
user_305,u305s0,2025-01-01 22:20:54,checkout,Web
user_305,u305s0,2025-01-01 22:21:10,error,IOS
user_305,u305s0,2025-01-01 22:23:17,exit,Android
user_725,u725s0,2025-01-01 23:14:29,start,Android
user_725,u725s0,2025-01-01 23:19:11,question,Web
user_725,u725s0,2025-01-01 23:20:17,start,Web
user_725,u725s0,2025-01-01 23:26:25,step1,Android
user_725,u725s0,2025-01-01 23:32:24,help1,IOS
user_725,u725s0,2025-01-01 23:41:05,step1,Android
user_725,u725s0,2025-01-01 23:41:21,help1,Web
user_725,u725s0,2025-01-01 23:46:08,step1,Web
user_725,u725s0,2025-01-01 23:49:34,step2,Android
user_725,u725s0,2025-01-01 23:56:49,checkout,IOS
user_725,u725s0,2025-01-02 00:00:20,error,IOS
user_725,u725s0,2025-01-02 00:05:40,checkout,Android
user_380,u380s0,2025-01-02 00:08:49,start,Web
user_380,u380s0,2025-01-02 00:10:41,exit,IOS
user_725,u725s0,2025-01-02 00:11:47,exit,Web
user_660,u660s0,2025-01-02 01:01:40,start,Web
user_660,u660s0,2025-01-02 01:06:46,info,Web
user_660,u660s0,2025-01-02 01:09:08,exit,IOS
user_844,u844s0,2025-01-02 01:14:15,start,IOS
user_844,u844s0,2025-01-02 01:14:41,info,Android
user_844,u844s0,2025-01-02 01:22:15,exit,Android
user_134,u134s0,2025-01-02 02:06:56,start,Android
user_134,u134s0,2025-01-02 02:10:27,question,IOS
user_134,u134s0,2025-01-02 02:13:31,start,Android
user_134,u134s0,2025-01-02 02:19:30,step1,Web
user_134,u134s0,2025-01-02 02:19:51,step2,Android
user_134,u134s0,2025-01-02 02:26:29,checkout,IOS
user_134,u134s0,2025-01-02 02:29:46,exit,Web
user_666,u666s0,2025-01-02 07:09:43,start,IOS
user_666,u666s0,2025-01-02 07:14:34,step1,Web
user_666,u666s0,2025-01-02 07:16:58,help1,Android
user_666,u666s0,2025-01-02 07:17:06,step1,IOS
user_666,u666s0,2025-01-02 07:23:09,exit,IOS
user_915,u915s0,2025-01-02 08:42:15,start,Android
user_915,u915s0,2025-01-02 08:44:16,info,IOS
user_296,u296s0,2025-01-02 08:45:22,start,IOS
user_915,u915s0,2025-01-02 08:53:11,start,IOS
user_296,u296s0,2025-01-02 08:54:25,step1,Android
user_915,u915s0,2025-01-02 09:03:04,info,IOS
user_296,u296s0,2025-01-02 09:04:01,help1,IOS
user_296,u296s0,2025-01-02 09:10:47,exit,Android
user_915,u915s0,2025-01-02 09:12:28,Exit,Android
user_981,u981s0,2025-01-02 09:16:55,start,Web
user_981,u981s0,2025-01-02 09:19:45,step1,Android
user_981,u981s0,2025-01-02 09:23:31,help1,IOS
user_981,u981s0,2025-01-02 09:28:38,step1,IOS
user_981,u981s0,2025-01-02 09:29:51,step2,Web
user_981,u981s0,2025-01-02 09:39:10,checkout,Web
user_981,u981s0,2025-01-02 09:49:09,exit,Web
user_439,u439s0,2025-01-02 10:20:07,start,IOS
user_439,u439s0,2025-01-02 10:23:22,step1,Android
user_439,u439s0,2025-01-02 10:32:27,step2,IOS
user_439,u439s0,2025-01-02 10:39:01,step1,IOS
user_439,u439s0,2025-01-02 10:45:06,step2,IOS
user_275,u275s0,2025-01-02 10:46:30,start,Android
user_439,u439s0,2025-01-02 10:52:53,help2,Android
user_275,u275s0,2025-01-02 10:56:04,info,Android
user_275,u275s0,2025-01-02 11:00:06,start,Web
user_439,u439s0,2025-01-02 11:00:36,exit,Android
user_275,u275s0,2025-01-02 11:03:49,exit,Android
user_522,u522s0,2025-01-02 11:36:34,start,Web
user_583,u583s0,2025-01-02 11:37:55,start,Android
user_583,u583s0,2025-01-02 11:40:54,exit,IOS
user_522,u522s0,2025-01-02 11:42:59,step1,Android
user_522,u522s0,2025-01-02 11:43:15,step2,IOS
user_522,u522s0,2025-01-02 11:44:12,help2,IOS
user_185,u185s0,2025-01-02 11:50:28,start,Android
user_522,u522s0,2025-01-02 11:53:01,step2,Android
user_185,u185s0,2025-01-02 11:57:03,exit,IOS
user_522,u522s0,2025-01-02 12:02:34,help2,Android
user_522,u522s0,2025-01-02 12:06:51,step2,Android
user_522,u522s0,2025-01-02 12:11:19,checkout,Android
user_522,u522s0,2025-01-02 12:17:43,exit,Web
user_155,u155s0,2025-01-02 12:29:12,start,Web
user_155,u155s0,2025-01-02 12:37:12,step1,IOS
user_155,u155s0,2025-01-02 12:44:13,exit,Android
user_205,u205s0,2025-01-02 13:36:06,start,Android
user_205,u205s0,2025-01-02 13:39:35,info,Android
user_205,u205s0,2025-01-02 13:43:50,exit,Android
user_100,u100s0,2025-01-02 14:38:41,start,Android
user_100,u100s0,2025-01-02 14:46:54,info,IOS
user_100,u100s0,2025-01-02 14:53:32,start,Android
user_100,u100s0,2025-01-02 14:57:37,info,IOS
user_100,u100s0,2025-01-02 15:01:25,start,IOS
user_100,u100s0,2025-01-02 15:08:00,info,IOS
user_100,u100s0,2025-01-02 15:15:21,start,Android
user_100,u100s0,2025-01-02 15:20:24,info,Android
user_100,u100s0,2025-01-02 15:29:48,start,IOS
user_100,u100s0,2025-01-02 15:37:38,exit,Android
user_302,u302s0,2025-01-02 16:26:48,start,Web
user_302,u302s0,2025-01-02 16:35:54,step1,IOS
user_302,u302s0,2025-01-02 16:39:04,step2,IOS
user_302,u302s0,2025-01-02 16:44:58,help2,Android
user_302,u302s0,2025-01-02 16:51:13,step2,IOS
user_302,u302s0,2025-01-02 16:57:40,help2,IOS
user_302,u302s0,2025-01-02 16:59:05,exit,Android
user_374,u374s0,2025-01-02 20:15:18,start,Android
user_374,u374s0,2025-01-02 20:19:11,exit,Android
user_498,u498s0,2025-01-02 21:48:46,start,Android
user_498,u498s0,2025-01-02 21:49:19,step1,Android
user_498,u498s0,2025-01-02 21:53:14,help1,Web
user_498,u498s0,2025-01-02 22:02:44,step1,IOS
user_498,u498s0,2025-01-02 22:06:35,,IOS
user_592,u592s0,2025-01-02 22:54:32,start,Android
user_592,u592s0,2025-01-02 23:03:17,exit,IOS
user_356,u356s0,2025-01-02 23:57:45,start,Android
user_356,u356s0,2025-01-02 23:59:39,exit,Web
user_958,u958s0,2025-01-03 00:59:28,start,IOS
user_958,u958s0,2025-01-03 01:06:35,step1,IOS
user_958,u958s0,2025-01-03 01:13:14,step2,Android
user_958,u958s0,2025-01-03 01:17:52,exit,IOS
user_700,u700s0,2025-01-03 01:44:37,start,IOS
user_984,u984s0,2025-01-03 01:44:55,start,Web
user_700,u700s0,2025-01-03 01:52:08,info,Android
user_984,u984s0,2025-01-03 01:53:06,exit,IOS
user_700,u700s0,2025-01-03 01:58:11,start,IOS
user_700,u700s0,2025-01-03 02:01:55,step1,Android
user_700,u700s0,2025-01-03 02:10:37,help1,IOS
user_700,u700s0,2025-01-03 02:13:13,step1,IOS
user_700,u700s0,2025-01-03 02:13:57,step2,Android
user_449,u449s0,2025-01-03 02:18:27,start,Android
user_700,u700s0,2025-01-03 02:22:16,exit,Web
user_449,u449s0,2025-01-03 02:25:49,exit,Android
user_501,u501s0,2025-01-03 05:43:21,start,Android
user_501,u501s0,2025-01-03 05:46:03,question,Web
user_501,u501s0,2025-01-03 05:50:57,start,Android
user_501,u501s0,2025-01-03 05:55:15,question,Android
user_501,u501s0,2025-01-03 05:58:09,start,Web
user_501,u501s0,2025-01-03 06:02:31,info,IOS
user_501,u501s0,2025-01-03 06:06:31,start,Web
user_199,u199s0,2025-01-03 06:11:33,start,Android
user_199,u199s0,2025-01-03 06:12:09,step1,Android
user_199,u199s0,2025-01-03 06:14:38,step2,Android
user_501,u501s0,2025-01-03 06:15:48,step1,Android
user_501,u501s0,2025-01-03 06:16:38,exit,Android
user_199,u199s0,2025-01-03 06:24:32,step1,Web
user_199,u199s0,2025-01-03 06:25:15,help1,Android
user_199,u199s0,2025-01-03 06:34:25,step1,IOS
user_688,u688s0,2025-01-03 06:35:07,start,Web
user_688,u688s0,2025-01-03 06:37:32,info,Android
user_688,u688s0,2025-01-03 06:39:45,exit,Android
user_199,u199s0,2025-01-03 06:42:36,help1,IOS
user_199,u199s0,2025-01-03 06:45:24,step1,Android
user_199,u199s0,2025-01-03 06:55:21,step2,IOS
user_919,u919s0,2025-01-03 06:56:51,start,Android
user_199,u199s0,2025-01-03 06:58:17,help2,Web
user_919,u919s0,2025-01-03 06:58:42,step1,Web
user_199,u199s0,2025-01-03 07:00:38,step2,IOS
user_919,u919s0,2025-01-03 07:01:07,step2,Android
user_919,u919s0,2025-01-03 07:02:07,help2,Android
user_919,u919s0,2025-01-03 07:03:33,exit,IOS
user_199,u199s0,2025-01-03 07:10:05,checkout,IOS
user_199,u199s0,2025-01-03 07:10:39,error,Android
user_199,u199s0,2025-01-03 07:13:36,exit,IOS
user_324,u324s0,2025-01-03 07:44:18,start,IOS
user_324,u324s0,2025-01-03 07:45:40,step1,Android
user_324,u324s0,2025-01-03 07:54:00,step2,IOS
user_324,u324s0,2025-01-03 08:02:17,help2,Web
user_324,u324s0,2025-01-03 08:04:24,exit,IOS
user_922,u922s0,2025-01-03 08:05:39,start,IOS
user_922,u922s0,2025-01-03 08:11:17,info,Android
user_950,u950s0,2025-01-03 08:17:54,start,IOS
user_922,u922s0,2025-01-03 08:19:02,exit,IOS
user_950,u950s0,2025-01-03 08:24:25,exit,Android
user_75,u75s0,2025-01-03 08:28:18,start,IOS
user_75,u75s0,2025-01-03 08:34:34,step1,Android
user_75,u75s0,2025-01-03 08:43:00,step2,IOS
user_75,u75s0,2025-01-03 08:51:14,step1,IOS
user_75,u75s0,2025-01-03 08:51:17,step2,IOS
user_75,u75s0,2025-01-03 08:55:31,checkout,IOS
user_75,u75s0,2025-01-03 09:05:26,exit,IOS
user_298,u298s0,2025-01-03 11:31:36,start,Android
user_298,u298s0,2025-01-03 11:35:26,info,IOS
user_298,u298s0,2025-01-03 11:36:17,start,IOS
user_298,u298s0,2025-01-03 11:41:02,question,Web
user_421,u421s0,2025-01-03 11:46:28,start,IOS
user_298,u298s0,2025-01-03 11:47:40,start,Android
user_298,u298s0,2025-01-03 11:54:15,step1,Android
user_421,u421s0,2025-01-03 11:55:20,info,IOS
user_421,u421s0,2025-01-03 11:56:40,start,IOS
user_298,u298s0,2025-01-03 12:01:59,step2,IOS
user_421,u421s0,1970-01-01 00:00:00,step1,Android
user_421,u421s0,2025-01-03 12:04:52,help1,Android
user_421,u421s0,2025-01-03 12:04:53,step1,IOS
user_421,u421s0,2025-01-03 12:08:53,step2,Web
user_298,u298s0,2025-01-03 12:09:54,checkout,Android
user_421,u421s0,2025-01-03 12:14:49,step1,Web
user_298,u298s0,2025-01-03 12:16:50,error,IOS
user_298,u298s0,2025-01-03 12:17:00,checkout,IOS
user_421,u421s0,2025-01-03 12:21:21,step2,Android
user_298,u298s0,2025-01-03 12:23:08,exit,Android
user_421,u421s0,2025-01-03 12:24:33,help2,IOS
user_421,u421s0,2025-01-03 12:24:44,exit,IOS
user_315,u315s0,2025-01-03 13:20:41,start,Android
user_315,u315s0,2025-01-03 13:22:23,info,IOS
user_315,u315s0,2025-01-03 13:31:23,start,IOS
user_315,u315s0,2025-01-03 13:32:55,info,Android
user_315,u315s0,2025-01-03 13:35:38,start,Android
user_315,u315s0,2025-01-03 13:40:35,step1,IOS
user_315,u315s0,2025-01-03 13:47:09,help1,Web
user_315,u315s0,2025-01-03 13:48:45,step1,Android
user_315,u315s0,2025-01-03 13:50:04,step2,IOS
user_315,u315s0,2025-01-03 13:59:56,help2,IOS
user_315,u315s0,2025-01-03 14:06:12,step2,Android
user_315,u315s0,2025-01-03 14:07:41,checkout,Android
user_160,u160s0,2025-01-03 14:08:29,start,Android
user_315,u315s0,2025-01-03 14:08:42,step2,IOS
user_160,u160s0,2025-01-03 14:09:47,info,IOS
user_315,u315s0,2025-01-03 14:18:13,help2,IOS
user_160,u160s0,2025-01-03 14:19:36,start,Web
user_160,u160s0,2025-01-03 14:24:02,info,IOS
user_160,u160s0,2025-01-03 14:24:28,start,IOS
user_315,u315s0,2025-01-03 14:26:02,step2,Web
user_160,u160s0,2025-01-03 14:26:22,info,Android
user_160,u160s0,2025-01-03 14:26:52,start,Android
user_160,u160s0,2025-01-03 14:27:07,step1,IOS
user_160,u160s0,2025-01-03 14:30:46,step2,IOS
user_315,u315s0,2025-01-03 14:33:31,help2,Android
user_160,u160s0,2025-01-03 14:34:00,help2,Android
user_315,u315s0,2025-01-03 14:38:42,step2,Android
user_160,u160s0,2025-01-03 14:40:18,step2,Android
user_315,u315s0,2025-01-03 14:46:53,help2,IOS
user_160,u160s0,2025-01-03 14:47:07,checkout,IOS
user_315,u315s0,2025-01-03 14:48:05,exit,Android
user_160,u160s0,2025-01-03 14:51:32,exit,IOS
user_944,u944s0,2025-01-03 15:16:37,start,Android
user_944,u944s0,2025-01-03 15:25:23,step1,IOS
user_944,u944s0,2025-01-03 15:33:46,step2,IOS
user_944,u944s0,2025-01-03 15:35:00,help2,IOS
user_944,u944s0,2025-01-03 15:38:24,step2,IOS
user_944,u944s0,2025-01-03 15:41:14,help2,Web
user_944,u944s0,2025-01-03 15:44:32,step2,Android
user_944,u944s0,2025-01-03 15:44:36,help2,Android
user_664,u664s0,2025-01-03 15:49:12,start,Android
user_944,u944s0,2025-01-03 15:54:26,exit,IOS
user_664,u664s0,2025-01-03 15:56:40,info,Android
user_595,u595s0,2025-01-03 15:56:50,start,Android
user_664,u664s0,2025-01-03 16:01:53,exit,Android
user_595,u595s0,2025-01-03 16:04:02,info,Android
user_595,u595s0,2025-01-03 16:05:08,exit,Web
user_327,u327s0,2025-01-03 16:32:52,start,IOS
user_163,u163s0,2025-01-03 16:40:55,start,Android
user_327,u327s0,2025-01-03 16:41:38,info,Android
user_163,u163s0,2025-01-03 16:45:03,info,IOS
user_163,u163s0,2025-01-03 16:46:32,start,Android
user_327,u327s0,2025-01-03 16:49:37,start,IOS
user_163,u163s0,2025-01-03 16:54:32,question,Android
user_327,u327s0,2025-01-03 16:56:05,step1,IOS
user_327,u327s0,2025-01-03 16:58:08,step2,Android
user_163,u163s0,2025-01-03 16:58:22,start,Android
user_163,u163s0,2025-01-03 17:01:05,info,IOS
user_327,u327s0,2025-01-03 17:07:21,help2,IOS
user_163,u163s0,2025-01-03 17:08:37,start,IOS
user_327,u327s0,2025-01-03 17:09:54,exit,Android
user_163,u163s0,2025-01-03 17:11:16,step1,Android
user_163,u163s0,2025-01-03 17:16:33,step2,IOS
user_163,u163s0,2025-01-03 17:19:37,help2,Web
user_163,u163s0,2025-01-03 17:28:54,step2,Android
user_163,u163s0,2025-01-03 17:29:22,exit,Android
user_878,u878s0,2025-01-03 18:11:16,start,IOS
user_878,u878s0,2025-01-03 18:12:21,exit,Android
user_329,u329s0,2025-01-03 18:32:24,start,IOS
user_329,u329s0,2025-01-03 18:33:12,info,IOS
user_329,u329s0,2025-01-03 18:36:05,start,Web
user_329,u329s0,2025-01-03 18:44:53,info,Web
user_122,u122s0,2025-01-03 18:52:42,start,IOS
user_329,u329s0,2025-01-03 18:53:50,start,IOS
user_122,u122s0,2025-01-03 18:56:56,exit,Web
user_329,u329s0,2025-01-03 18:57:57,info,IOS
user_329,u329s0,2025-01-03 18:58:55,start,Android
user_329,u329s0,2025-01-03 19:00:19,exit,IOS
user_370,u370s0,2025-01-03 20:03:31,start,IOS
user_370,u370s0,2025-01-03 20:06:24,step1,Web
user_370,u370s0,2025-01-03 20:11:28,exit,Android
user_812,u812s0,2025-01-03 20:33:08,start,IOS
user_812,u812s0,2025-01-03 20:36:46,info,IOS
user_812,u812s0,2025-01-03 20:37:56,start,Android
user_812,u812s0,2025-01-03 20:46:22,info,Web
user_812,u812s0,2025-01-03 20:50:39,exit,IOS
user_907,u907s0,2025-01-03 21:29:00,start,IOS
user_907,u907s0,2025-01-03 21:30:13,info,Android
user_907,u907s0,2025-01-03 21:35:41,start,Web
user_720,u720s0,2025-01-03 21:37:13,start,Web
user_907,u907s0,2025-01-03 21:44:26,exit,Android
user_720,u720s0,2025-01-03 21:44:33,exit,Android
user_100,u100s1,2025-01-03 22:19:44,start,Android
user_100,u100s1,2025-01-03 22:27:34,exit,IOS
user_450,u450s0,2025-01-03 22:37:51,start,Android
user_450,u450s0,2025-01-03 22:41:06,info,Web
user_450,u450s0,2025-01-03 22:45:37,start,IOS
user_450,u450s0,2025-01-03 22:48:09,step1,IOS
user_450,u450s0,2025-01-03 22:50:54,help1,IOS
user_450,u450s0,2025-01-03 22:55:27,step1,IOS
user_450,u450s0,2025-01-03 23:01:21,help1,IOS
user_988,u988s0,2025-01-03 23:04:21,start,Android
user_450,u450s0,2025-01-03 23:05:04,step1,IOS
user_450,u450s0,2025-01-03 23:06:37,step2,Android
user_988,u988s0,2025-01-03 23:09:45,step1,IOS
user_450,u450s0,2025-01-03 23:11:00,exit,IOS
user_988,u988s0,2025-01-03 23:11:00,step2,Android
user_988,u988s0,2025-01-03 23:11:38,checkout,Web
user_988,u988s0,2025-01-03 23:14:45,error,IOS
user_988,u988s0,2025-01-03 23:22:00,exit,Web
user_435,u435s0,2025-01-04 00:24:05,start,Android
user_435,u435s0,2025-01-04 00:30:10,exit,Android
user_617,u617s0,2025-01-04 01:19:52,start,Android
user_617,u617s0,2025-01-04 01:22:54,exit,Android
user_641,u641s0,2025-01-04 01:40:03,start,IOS
user_641,u641s0,2025-01-04 01:42:25,step1,IOS
user_641,u641s0,2025-01-04 01:45:27,step2,IOS
user_641,u641s0,2025-01-04 01:52:15,help2,Android
user_641,u641s0,2025-01-04 01:55:44,step2,Android
user_641,u641s0,2025-01-04 01:58:46,help2,Web
user_641,u641s0,2025-01-04 02:08:08,exit,Android
user_901,u901s0,2025-01-04 02:43:09,start,IOS
user_901,u901s0,2025-01-04 02:43:47,exit,IOS
user_567,u567s0,2025-01-04 02:50:22,start,Android
user_567,u567s0,2025-01-04 02:59:21,question,Android
user_567,u567s0,2025-01-04 03:02:29,exit,IOS
user_689,u689s0,2025-01-04 03:56:32,start,Web
user_689,u689s0,2025-01-04 03:58:30,step1,Android
user_689,u689s0,2025-01-04 03:58:32,step2,Android
user_689,u689s0,2025-01-04 04:00:45,help2,IOS
user_689,u689s0,2025-01-04 04:10:03,step2,Android
user_689,u689s0,2025-01-04 04:10:36,help2,IOS
user_995,u995s0,2025-01-04 04:11:52,start,IOS
user_689,u689s0,2025-01-04 04:15:59,exit,Android
user_313,u313s0,2025-01-04 04:18:33,start,Android
user_995,u995s0,2025-01-04 04:19:54,info,Web
user_995,u995s0,2025-01-04 04:24:22,exit,Web
user_313,u313s0,2025-01-04 04:25:19,info,IOS
user_313,u313s0,2025-01-04 04:32:53,exit,IOS
user_300,u300s0,2025-01-04 06:13:38,start,Web
user_300,u300s0,2025-01-04 06:18:36,info,Android
user_300,u300s0,2025-01-04 06:20:42,start,Android
user_300,u300s0,2025-01-04 06:24:22,info,IOS
user_452,u452s0,2025-01-04 06:26:27,start,IOS
user_452,u452s0,2025-01-04 06:26:53,info,IOS
user_300,u300s0,2025-01-04 06:33:58,start,IOS
user_452,u452s0,2025-01-04 06:35:35,start,Web
user_452,u452s0,2025-01-04 06:40:27,exit,Android
user_300,u300s0,2025-01-04 06:42:01,step1,IOS
user_300,u300s0,2025-01-04 06:42:52,help1,IOS
user_300,u300s0,2025-01-04 06:47:05,step1,IOS
user_300,u300s0,2025-01-04 06:54:15,step2,Android
user_300,u300s0,2025-01-04 06:54:49,help2,Android
user_300,u300s0,2025-01-04 06:55:22,step2,Web
user_300,u300s0,2025-01-04 07:00:12,help2,Web
user_300,u300s0,2025-01-04 07:04:02,exit,Android
user_221,u221s0,2025-01-04 08:27:46,start,Android
user_221,u221s0,2025-01-04 08:37:19,exit,Android
user_973,u973s0,2025-01-04 09:29:22,start,Android
user_973,u973s0,2025-01-04 09:33:20,info,Android
user_973,u973s0,2025-01-04 09:36:31,exit,Android
user_591,u591s0,2025-01-04 09:49:35,start,Android
user_591,u591s0,2025-01-04 09:50:18,step1,Web
user_591,u591s0,2025-01-04 09:54:14,start,Android
user_591,u591s0,2025-01-04 10:02:46,exit,Web
user_447,u447s0,2025-01-04 10:53:56,start,Android
user_447,u447s0,2025-01-04 11:03:34,info,Web
user_447,u447s0,2025-01-04 11:10:02,exit,Web
user_965,u965s0,2025-01-04 14:31:24,start,Android
user_965,u965s0,2025-01-04 14:38:41,exit,Android
user_784,u784s0,2025-01-04 14:45:38,start,Android
user_784,u784s0,2025-01-04 14:50:07,info,Web
user_784,u784s0,2025-01-04 14:50:18,exit,IOS
user_903,u903s0,2025-01-04 15:49:44,,IOS
user_903,u903s0,2025-01-04 15:58:14,info,Android
user_699,u699s0,2025-01-04 15:59:22,start,IOS
user_903,u903s0,2025-01-04 16:07:12,start,IOS
user_699,u699s0,2025-01-04 16:07:38,question,Web
user_903,u903s0,2025-01-04 16:12:01,step1,Android
user_699,u699s0,2025-01-04 16:12:03,exit,Android
user_903,u903s0,2025-01-04 16:16:01,step2,Web
user_903,u903s0,2025-01-04 16:16:05,checkout,IOS
user_903,u903s0,2025-01-04 16:18:08,step2,Android
user_903,u903s0,2025-01-04 16:25:36,help2,Android
user_903,u903s0,2025-01-04 16:30:44,step2,IOS
user_903,u903s0,2025-01-04 16:34:01,checkout,IOS
user_903,u903s0,2025-01-04 16:40:45,exit,Web
user_514,u514s0,2025-01-04 17:45:23,start,Android
user_514,u514s0,2025-01-04 17:46:57,info,IOS
user_514,u514s0,2025-01-04 17:54:52,exit,IOS
user_498,u498s1,2025-01-04 19:24:05,start,Android
user_498,u498s1,2025-01-04 19:26:11,exit,Web
user_346,u346s0,2025-01-04 20:35:39,start,Android
user_346,u346s0,2025-01-04 20:39:30,exit,IOS
user_523,u523s0,2025-01-04 21:05:14,start,IOS
user_43,u43s0,2025-01-04 21:06:24,start,Android
user_523,u523s0,2025-01-04 21:09:08,step1,Android
user_523,u523s0,2025-01-04 21:11:03,step2,Android
user_43,u43s0,2025-01-04 21:14:03,exit,IOS
user_523,u523s0,2025-01-04 21:19:08,checkout,IOS
user_523,u523s0,2025-01-04 21:23:37,error,Android
user_523,u523s0,2025-01-04 21:24:29,exit,Android
user_396,u396s0,2025-01-04 21:31:35,start,Android
user_396,u396s0,2025-01-04 21:31:39,step1,Android
user_396,u396s0,2025-01-04 21:36:24,exit,IOS
