userId,sessionId,eventTime,pageName,prevPage,sessionSuccess
user_125,u125s1,2025-02-01 23:46:56,start,question,False
user_125,u125s1,2025-02-01 23:49:53,info,start,False
user_125,u125s1,2025-02-01 23:59:38,exit,info,False
user_126,u126s0,2025-01-10 04:17:46,start,entry,False
user_126,u126s0,2025-01-10 04:26:40,exit,start,False
user_126,u126s1,2025-01-12 00:00:51,start,entry,False
user_126,u126s1,2025-01-12 00:04:54,exit,start,False
user_126,u126s2,2025-02-01 22:16:18,start,entry,False
user_126,u126s2,2025-02-01 22:22:51,info,start,False
user_126,u126s2,2025-02-01 22:28:42,start,info,False
user_126,u126s2,2025-02-01 22:37:27,info,start,False
user_126,u126s2,2025-02-01 22:45:49,start,info,False
user_126,u126s2,2025-02-01 22:54:42,question,start,False
user_126,u126s2,2025-02-01 22:56:57,start,question,False
user_126,u126s2,2025-02-01 23:01:54,exit,start,False
user_127,u127s0,2025-01-11 14:48:43,step1,entry,False
user_127,u127s0,2025-01-11 14:50:21,help1,step1,False
user_127,u127s0,2025-01-11 14:59:51,step1,help1,False
user_127,u127s0,2025-01-11 15:07:02,step2,step1,False
user_127,u127s0,2025-01-11 15:14:36,exit,step2,False
user_127,u127s1,2025-01-16 02:54:10,start,entry,False
user_127,u127s1,2025-01-16 02:56:31,exit,start,False
user_127,u127s2,2025-02-02 04:11:37,start,entry,False
user_127,u127s2,2025-02-02 04:13:21,question,start,False
user_127,u127s2,2025-02-02 04:15:47,start,question,False
user_127,u127s2,2025-02-02 04:24:08,exit,start,False
user_128,u128s0,2025-01-12 15:47:31,start,entry,False
user_128,u128s0,2025-01-12 15:47:54,exit,start,False
user_128,u128s1,2025-01-26 00:41:06,start,entry,False
user_128,u128s1,2025-01-26 00:45:58,info,start,False
user_128,u128s1,2025-01-26 00:48:03,start,info,False
user_128,u128s1,2025-01-26 00:56:38,exit,start,False
user_129,u129s0,2025-01-29 21:00:44,start,entry,False
user_129,u129s0,2025-01-29 21:01:13,info,start,False
user_129,u129s0,2025-01-29 21:09:26,exit,info,False
user_129,u129s1,2025-01-30 10:31:01,start,entry,False
user_129,u129s1,2025-01-30 10:35:08,question,start,False
user_129,u129s1,2025-01-30 10:41:21,start,question,False
user_129,u129s1,2025-01-30 10:49:37,exit,start,False
user_12,u12s0,2025-01-13 22:01:30,start,entry,False
user_12,u12s0,2025-01-13 22:02:56,exit,start,False
user_130,u130s0,2025-01-13 04:20:20,start,entry,False
user_130,u130s0,2025-01-13 04:22:15,info,start,False
user_130,u130s0,2025-01-13 04:26:20,start,info,False
user_130,u130s0,2025-01-13 04:32:13,step1,start,False
user_130,u130s0,2025-01-13 04:33:11,step2,step1,False
user_130,u130s0,2025-01-13 04:39:18,help2,step2,False
user_130,u130s0,2025-01-13 04:43:10,step2,help2,False
user_130,u130s0,2025-01-13 04:51:42,step1,step2,False
user_130,u130s0,2025-01-13 04:58:36,step2,step1,False
user_130,u130s0,2025-01-13 05:02:41,checkout,step2,False
user_130,u130s0,2025-01-13 05:11:28,error,checkout,False
user_130,u130s0,2025-01-13 05:15:24,checkout,error,False
user_130,u130s0,2025-01-13 05:23:18,exit,checkout,False
user_132,u132s0,2025-01-24 04:43:29,start,entry,False
user_132,u132s0,2025-01-24 04:52:07,info,start,False
user_132,u132s0,2025-01-24 04:52:18,start,info,False
user_132,u132s0,2025-01-24 04:57:45,exit,start,False
user_132,u132s1,2025-01-27 23:01:00,start,entry,False
user_132,u132s1,2025-01-27 23:08:59,info,start,False
user_132,u132s1,2025-01-27 23:12:26,exit,info,False
user_132,u132s2,2025-01-31 16:07:57,start,entry,False
user_132,u132s2,2025-01-31 16:14:26,exit,start,False
user_133,u133s0,2025-01-13 22:11:21,start,entry,False
user_133,u133s0,2025-01-13 22:16:48,info,start,False
user_133,u133s0,2025-01-13 22:25:09,start,info,False
user_133,u133s0,2025-01-13 22:33:24,step1,start,False
user_133,u133s0,2025-01-13 22:42:46,step2,step1,False
user_133,u133s0,2025-01-13 22:46:45,exit,step2,False
user_134,u134s0,2025-01-02 02:06:56,start,entry,False
user_134,u134s0,2025-01-02 02:10:27,question,start,False
user_134,u134s0,2025-01-02 02:13:31,start,question,False
user_134,u134s0,2025-01-02 02:19:30,step1,start,False
user_134,u134s0,2025-01-02 02:19:51,step2,step1,False
user_134,u134s0,2025-01-02 02:26:29,checkout,step2,False
user_134,u134s0,2025-01-02 02:29:46,exit,checkout,False
user_134,u134s1,2025-01-21 12:48:45,start,entry,False
user_134,u134s1,2025-01-21 12:56:05,step1,start,False
user_134,u134s1,2025-01-21 12:56:45,start,step1,False
user_134,u134s1,2025-01-21 12:58:35,step1,start,False
user_134,u134s1,2025-01-21 13:04:30,exit,step1,False
user_135,u135s0,2025-01-12 08:15:11,start,entry,False
user_135,u135s0,2025-01-12 08:19:44,step1,start,False
user_135,u135s0,2025-01-12 08:23:56,help1,step1,False
user_135,u135s0,2025-01-12 08:32:45,step1,help1,False
user_135,u135s0,2025-01-12 08:33:22,help1,step1,False
user_135,u135s0,2025-01-12 08:36:28,step1,help1,False
user_135,u135s0,2025-01-12 08:37:02,step2,step1,False
user_135,u135s0,2025-01-12 08:46:27,checkout,step2,False
user_135,u135s0,2025-01-12 08:49:47,exit,checkout,False
user_135,u135s1,2025-01-24 18:47:29,start,entry,False
user_135,u135s1,2025-01-24 18:50:37,step1,start,False
user_135,u135s1,2025-01-24 18:58:28,step2,step1,False
user_135,u135s1,2025-01-24 19:07:21,step1,step2,False
user_135,u135s1,2025-01-24 19:08:39,step2,step1,False
user_135,u135s1,2025-01-24 19:13:10,checkout,step2,False
user_137,u137s0,2025-01-25 12:57:40,start,entry,False
user_137,u137s0,2025-01-25 13:06:29,question,start,False
user_137,u137s0,2025-01-25 13:07:46,exit,question,False
user_137,u137s1,2025-01-28 19:40:49,start,entry,False
user_137,u137s1,2025-01-28 19:43:26,info,start,False
user_137,u137s1,2025-01-28 19:45:14,start,info,False
user_137,u137s1,2025-01-28 19:47:44,info,start,False
user_137,u137s1,2025-01-28 19:57:06,start,info,False
user_137,u137s1,2025-01-28 20:03:43,step1,start,False
user_137,u137s1,2025-01-28 20:06:23,step2,step1,False
user_137,u137s1,2025-01-28 20:08:49,help2,step2,False
user_137,u137s1,2025-01-28 20:14:49,step2,help2,False
user_137,u137s1,2025-01-28 20:21:53,exit,step2,False
user_138,u138s0,2025-01-15 23:14:29,start,entry,False
user_138,u138s0,2025-01-15 23:18:55,exit,start,False
user_138,u138s1,2025-01-24 16:35:43,start,entry,False
user_138,u138s1,2025-01-24 16:39:35,info,start,False
user_138,u138s1,2025-01-24 16:49:18,start,info,False
user_138,u138s1,2025-01-24 16:54:02,info,start,False
user_138,u138s1,2025-01-24 16:55:16,start,info,False
user_138,u138s1,2025-01-24 17:00:59,exit,start,False
user_139,u139s0,2025-01-14 04:38:52,start,entry,False
user_139,u139s0,2025-01-14 04:46:22,step1,start,False
user_139,u139s0,2025-01-14 04:56:13,step2,step1,False
user_139,u139s0,2025-01-14 04:59:58,help2,step2,False
user_139,u139s0,2025-01-14 04:59:59,step2,help2,False
user_139,u139s0,2025-01-14 05:03:04,exit,step2,False
user_139,u139s1,2025-01-17 17:50:07,start,entry,False
user_139,u139s1,2025-01-17 17:53:05,question,start,False
user_139,u139s1,2025-01-17 17:56:09,exit,question,False
user_13,u13s0,2025-01-07 19:15:01,start,entry,False
user_13,u13s0,2025-01-07 19:23:39,step1,start,False
user_13,u13s0,2025-01-07 19:29:05,step2,step1,False
user_13,u13s0,2025-01-07 19:38:26,help2,step2,False
user_13,u13s0,2025-01-07 19:40:44,exit,help2,False
user_13,u13s1,2025-01-15 18:19:41,start,entry,False
user_13,u13s1,2025-01-15 18:23:50,question,start,False
user_13,u13s1,2025-01-15 18:28:12,exit,question,False
user_140,u140s0,2025-01-28 16:01:57,start,entry,False
user_140,u140s0,2025-01-28 16:02:05,exit,start,False
user_140,u140s1,2025-02-02 15:52:36,start,entry,False
user_140,u140s1,2025-02-02 15:53:45,exit,start,False
user_141,u141s0,2025-01-07 05:59:43,start,entry,False
user_141,u141s0,2025-01-07 06:07:59,step1,start,False
user_141,u141s0,2025-01-07 06:12:00,step2,step1,False
user_141,u141s0,2025-01-07 06:19:37,help2,step2,False
user_141,u141s0,2025-01-07 06:23:46,step2,help2,False
user_141,u141s0,2025-01-07 06:33:30,checkout,step2,False
user_141,u141s0,2025-01-07 06:41:12,exit,checkout,False
user_142,u142s0,2025-01-17 01:46:00,info,entry,False
user_142,u142s0,2025-01-17 01:48:30,start,info,False
user_142,u142s0,2025-01-17 01:56:19,exit,start,False
user_143,u143s0,2025-01-05 09:26:54,start,entry,False
user_143,u143s0,2025-01-05 09:35:28,info,start,False
user_143,u143s0,2025-01-05 09:36:48,start,info,False
user_143,u143s0,2025-01-05 09:38:13,exit,start,False
user_143,u143s1,2025-01-23 13:11:08,start,entry,False
user_143,u143s1,2025-01-23 13:20:21,exit,start,False
user_144,u144s0,2025-01-01 01:58:46,start,entry,False
user_144,u144s0,2025-01-01 02:02:29,info,start,False
user_144,u144s0,2025-01-01 02:07:42,start,info,False
user_144,u144s0,2025-01-01 02:17:20,step1,start,False
user_144,u144s0,2025-01-01 02:27:01,help1,step1,False
user_144,u144s0,2025-01-01 02:30:38,step1,help1,False
user_144,u144s0,2025-01-01 02:35:53,step2,step1,False
user_144,u144s0,2025-01-01 02:42:51,step1,step2,False
user_144,u144s0,2025-01-01 02:49:49,exit,step1,False
user_144,u144s1,2025-01-13 09:02:49,start,entry,False
user_144,u144s1,2025-01-13 09:04:58,info,start,False
user_144,u144s1,2025-01-13 09:07:04,start,info,False
user_144,u144s1,2025-01-13 09:13:04,step1,start,False
user_144,u144s1,2025-01-13 09:22:58,help1,step1,False
user_144,u144s1,2025-01-13 09:28:03,step1,help1,False
user_144,u144s1,2025-01-13 09:33:22,step2,step1,False
user_144,u144s1,2025-01-13 09:42:13,help2,step2,False
user_144,u144s1,2025-01-13 09:49:56,exit,help2,False
user_145,u145s0,2025-01-26 00:43:58,start,entry,False
user_145,u145s0,2025-01-26 00:45:05,step1,start,False
user_145,u145s0,2025-01-26 00:50:42,step2,step1,False
user_145,u145s0,2025-01-26 00:57:34,help2,step2,False
user_145,u145s0,2025-01-26 01:07:29,step2,help2,False
user_145,u145s0,2025-01-26 01:10:03,exit,step2,False
user_145,u145s1,2025-01-30 08:37:53,start,entry,False
user_145,u145s1,2025-01-30 08:40:19,info,start,False
user_145,u145s1,2025-01-30 08:49:12,start,info,False
user_145,u145s1,2025-01-30 08:57:53,info,start,False
user_145,u145s1,2025-01-30 09:04:41,start,info,False
user_145,u145s1,2025-01-30 09:13:36,info,start,False
user_145,u145s1,2025-01-30 09:22:12,start,info,False
user_145,u145s1,2025-01-30 09:23:59,question,start,False
user_145,u145s1,2025-01-30 09:29:07,start,question,False
user_145,u145s1,2025-01-30 09:37:20,exit,start,False
user_146,u146s0,2025-01-10 17:57:24,start,entry,False
user_146,u146s0,2025-01-10 17:59:55,step1,start,False
user_146,u146s0,2025-01-10 18:08:09,step2,step1,False
user_146,u146s0,2025-01-10 18:17:50,step1,step2,False
user_146,u146s0,2025-01-10 18:20:33,help1,step1,False
user_146,u146s0,2025-01-10 18:22:39,exit,help1,False
user_146,u146s1,2025-01-28 11:53:09,start,entry,False
user_146,u146s1,2025-01-28 11:59:11,exit,start,False
user_147,u147s0,2025-01-18 08:44:45,start,entry,False
user_147,u147s0,2025-01-18 08:52:40,exit,start,False
user_149,u149s0,2025-01-29 19:21:52,start,entry,False
user_149,u149s0,2025-01-29 19:30:41,info,start,False
user_149,u149s0,2025-01-29 19:33:41,start,info,False
user_149,u149s0,2025-01-29 19:40:55,step1,start,False
user_149,u149s0,2025-01-29 19:48:43,help1,step1,False
user_149,u149s0,2025-01-29 19:58:33,step1,help1,False
user_149,u149s0,2025-01-29 20:03:26,step2,step1,False
user_149,u149s0,2025-01-29 20:09:17,exit,step2,False
user_149,u149s1,2025-02-02 18:14:09,start,entry,False
user_149,u149s1,2025-02-02 18:17:14,step1,start,False
user_149,u149s1,2025-02-02 18:18:02,step2,step1,False
user_149,u149s1,2025-02-02 18:26:33,help2,step2,False
user_149,u149s1,2025-02-02 18:32:11,exit,help2,False
user_149,u149s2,2025-02-03 16:36:20,start,entry,False
user_149,u149s2,2025-02-03 16:41:50,step1,start,False
user_149,u149s2,2025-02-03 16:48:02,help1,step1,False
user_149,u149s2,2025-02-03 16:56:58,step1,help1,False
user_149,u149s2,2025-02-03 16:59:50,step2,step1,False
user_149,u149s2,2025-02-03 17:04:06,help2,step2,False
user_149,u149s2,2025-02-03 17:05:26,exit,help2,False
user_149,u149s3,2025-02-04 10:05:08,start,entry,False
user_149,u149s3,2025-02-04 10:11:33,exit,start,False
user_149,u149s4,2025-02-05 19:01:34,start,entry,False
user_149,u149s4,2025-02-05 19:05:18,exit,start,False
user_14,u14s0,2025-01-31 22:20:22,start,entry,False
user_14,u14s0,2025-01-31 22:24:29,question,start,False
user_14,u14s0,2025-01-31 22:28:49,start,question,False
user_14,u14s0,2025-01-31 22:29:30,step1,start,False
user_14,u14s0,2025-01-31 22:39:18,step2,step1,False
user_14,u14s0,2025-01-31 22:40:48,exit,step2,False
user_14,u14s1,2025-02-02 05:27:00,start,entry,False
user_14,u14s1,2025-02-02 05:31:51,step1,start,False
user_14,u14s1,2025-02-02 05:36:57,step2,step1,False
user_14,u14s1,2025-02-02 05:38:59,help2,step2,False
user_14,u14s1,2025-02-02 05:39:08,step2,help2,False
user_14,u14s1,2025-02-02 05:44:59,checkout,step2,False
user_14,u14s1,2025-02-02 05:46:15,exit,checkout,False
user_14,u14s2,2025-02-04 08:24:25,start,entry,False
user_14,u14s2,2025-02-04 08:30:18,step1,start,False
user_14,u14s2,2025-02-04 08:37:09,exit,step1,False
user_14,u14s3,2025-02-05 14:09:13,start,entry,False
user_14,u14s3,2025-02-05 14:13:56,info,start,False
user_14,u14s3,2025-02-05 14:18:57,start,info,False
user_14,u14s3,2025-02-05 14:22:15,step1,start,False
user_14,u14s3,2025-02-05 14:27:32,step2,step1,False
user_14,u14s3,2025-02-05 14:31:56,checkout,step2,False
user_14,u14s3,2025-02-05 14:36:04,exit,checkout,False
user_150,u150s0,2025-01-16 19:11:39,start,entry,False
user_150,u150s0,2025-01-16 19:17:43,step1,start,False
user_150,u150s0,2025-01-16 19:23:29,step2,step1,False
user_150,u150s0,2025-01-16 19:28:02,step1,step2,False
user_150,u150s0,2025-01-16 19:33:32,exit,step1,False
user_150,u150s1,2025-01-21 10:07:27,start,entry,False
user_150,u150s1,2025-01-21 10:09:16,exit,start,False
user_150,u150s2,2025-01-25 16:43:20,start,entry,False
user_150,u150s2,2025-01-25 16:47:44,question,start,False
user_150,u150s2,2025-01-25 16:49:09,exit,question,False
user_151,u151s0,2025-01-06 07:02:24,start,entry,False
user_151,u151s0,2025-01-06 07:08:40,exit,start,False
user_151,u151s1,2025-01-17 22:23:03,start,entry,False
user_151,u151s1,2025-01-17 22:30:57,info,start,False
user_151,u151s1,2025-01-17 22:39:33,start,info,False
user_151,u151s1,2025-01-17 22:46:29,exit,start,False
user_152,u152s0,2025-01-24 16:49:08,start,entry,False
user_152,u152s0,2025-01-24 16:56:55,exit,start,False
user_153,u153s0,2025-01-11 12:11:11,start,entry,False
user_153,u153s0,2025-01-11 12:12:10,step1,start,False
user_153,u153s0,2025-01-11 12:19:42,help1,step1,False
user_153,u153s0,2025-01-11 12:22:06,step1,help1,False
user_153,u153s0,2025-01-11 12:23:16,start,step1,False
user_153,u153s0,2025-01-11 12:27:06,info,start,False
user_153,u153s0,2025-01-11 12:32:00,exit,info,False
user_153,u153s1,2025-01-21 20:20:48,start,entry,False
user_153,u153s1,2025-01-21 20:30:29,question,start,False
user_153,u153s1,2025-01-21 20:33:07,start,question,False
user_153,u153s1,2025-01-21 20:38:26,step1,start,False
user_153,u153s1,2025-01-21 20:43:53,step2,step1,False
user_153,u153s1,2025-01-21 20:47:42,help2,step2,False
user_153,u153s1,2025-01-21 20:53:01,step2,help2,False
user_153,u153s1,2025-01-21 21:02:32,help2,step2,False
user_153,u153s1,2025-01-21 21:11:37,step2,help2,False
user_153,u153s1,2025-01-21 21:14:10,help2,step2,False
user_153,u153s1,2025-01-21 21:18:08,checkout,help2,False
user_153,u153s1,2025-01-21 21:21:37,error,checkout,False
user_153,u153s1,2025-01-21 21:29:27,exit,error,False
user_153,u153s2,2025-01-22 10:30:40,start,entry,False
user_153,u153s2,2025-01-22 10:32:55,info,start,False
user_153,u153s2,2025-01-22 10:33:37,start,info,False
user_153,u153s2,2025-01-22 10:35:23,info,start,False
user_153,u153s2,2025-01-22 10:42:47,start,info,False
user_153,u153s2,2025-01-22 10:50:15,exit,start,False
